name,category,price,quality
Chronicles Heroes,Estrategia,42929,46
Galaxy Kingdom,Acción,28951,100
Kingdom Kingdom,Deportes,33556,57
Dragon Fantasy,Carreras,60511,54
Warrior Warrior,Carreras,20734,73
Legends Warrior,Simulación,13988,34
Galaxy Galaxy,Estrategia,14287,6
Chronicles Kingdom,RPG,43973,35
Warrior Empire,Aventura,4222,25
Legends Kingdom,Deportes,17391,8
Empire Heroes,Simulación,48520,77
Quest Galaxy,Deportes,41027,66
Fantasy Chronicles,Acción,21846,30
Fantasy Heroes,Puzzle,55191,39
Dragon Empire,Aventura,47772,77
Heroes Galaxy,Simulación,42525,12
Dragon Empire,Estrategia,31851,23
Empire Dragon,Aventura,28187,15
Quest Empire,Puzzle,63991,23
Quest Warrior,Acción,63386,22
Chronicles Empire,Aventura,65514,54
Kingdom Fantasy,RPG,28797,29
Fantasy Dragon,Puzzle,22757,14
Legends Chronicles,RPG,65109,29
Quest Galaxy,RPG,66056,95
Galaxy Legends,Simulación,21481,52
Warrior Heroes,Estrategia,52518,9
Empire Quest,Puzzle,67454,21
Chronicles Fantasy,Puzzle,57336,47
Warrior Heroes,Puzzle,31192,96
Quest Quest,RPG,15426,24
Empire Heroes,Carreras,9651,60
Legends Empire,Deportes,40178,82
Chronicles Warrior,Aventura,29764,1
Heroes Galaxy,Carreras,33810,1
Galaxy Legends,Estrategia,34652,89
Kingdom Chronicles,Deportes,10731,60
Warrior Legends,Puzzle,575,37
Warrior Galaxy,Simulación,53894,69
Dragon Galaxy,Carreras,20408,77
Warrior Galaxy,Puzzle,10127,72
Galaxy Quest,Estrategia,57142,75
Empire Warrior,Estrategia,2294,60
Warrior Chronicles,RPG,2159,30
Galaxy Warrior,Carreras,11866,77
Empire Empire,Acción,44276,23
Dragon Kingdom,Simulación,18212,29
Quest Dragon,Acción,23371,5
Legends Fantasy,Deportes,22185,58
Fantasy Heroes,Puzzle,10275,24
Empire Quest,Estrategia,43425,46
Heroes Fantasy,Estrategia,14565,7
Empire Dragon,Simulación,62443,38
Quest Galaxy,Carreras,13248,35
Heroes Kingdom,RPG,36676,49
Chronicles Legends,Estrategia,46321,36
Warrior Warrior,Puzzle,41224,27
Chronicles Empire,Aventura,38387,42
Galaxy Quest,Acción,67543,39
Warrior Kingdom,RPG,57569,29
Legends Quest,Deportes,27803,3
Heroes Empire,Aventura,57939,63
Legends Chronicles,Deportes,22071,79
Dragon Galaxy,Estrategia,45588,36
Heroes Galaxy,RPG,18005,49
Warrior Kingdom,Estrategia,18566,43
Fantasy Warrior,Aventura,18041,67
Legends Quest,RPG,3364,41
Heroes Fantasy,Puzzle,36476,31
Fantasy Galaxy,RPG,57731,96
Quest Heroes,RPG,64274,81
Quest Chronicles,Carreras,57447,43
Legends Kingdom,Puzzle,51224,86
Empire Warrior,Aventura,67625,82
Quest Legends,RPG,69835,35
Legends Heroes,Puzzle,39672,0
Legends Legends,Puzzle,51929,64
Dragon Quest,Aventura,9360,96
Galaxy Empire,Estrategia,60144,35
Fantasy Galaxy,Aventura,20108,34
Legends Heroes,Deportes,4347,90
Legends Legends,Simulación,18500,19
Kingdom Legends,Estrategia,42995,90
Kingdom Fantasy,Simulación,28185,92
Heroes Dragon,Estrategia,52000,69
Warrior Kingdom,Estrategia,10817,54
Dragon Warrior,Carreras,8792,33
Empire Dragon,Simulación,69421,4
Heroes Kingdom,Estrategia,68881,10
Galaxy Kingdom,Estrategia,58711,68
Chronicles Empire,Deportes,13642,41
Legends Legends,Deportes,24224,53
Kingdom Chronicles,Carreras,52554,36
Legends Empire,Deportes,32674,36
Empire Dragon,Aventura,41257,25
Quest Warrior,Deportes,62160,39
Heroes Empire,Puzzle,54499,93
Warrior Heroes,RPG,58486,94
Chronicles Heroes,Estrategia,64296,54
Kingdom Fantasy,Puzzle,54090,60
Empire Warrior,Estrategia,21836,41
Dragon Empire,Simulación,64424,25
Empire Heroes,Simulación,21635,40
Heroes Galaxy,Simulación,63347,41
Dragon Legends,Puzzle,68760,13
Warrior Legends,Acción,7221,37
Heroes Dragon,Aventura,44603,12
Heroes Dragon,RPG,15783,21
Warrior Dragon,Puzzle,23672,61
Kingdom Empire,Simulación,50634,12
Dragon Galaxy,Puzzle,50848,77
Empire Fantasy,Puzzle,10717,10
Chronicles Fantasy,Puzzle,39112,76
Heroes Legends,Deportes,49822,12
Galaxy Empire,Aventura,60282,54
Galaxy Fantasy,Simulación,63563,41
Warrior Fantasy,Estrategia,2747,82
Heroes Warrior,Acción,15188,23
Chronicles Heroes,Carreras,62630,41
Warrior Empire,Deportes,66335,51
Dragon Empire,Acción,54742,82
Empire Chronicles,Estrategia,14318,64
Fantasy Heroes,Puzzle,14097,46
Warrior Heroes,Deportes,33430,81
Warrior Warrior,Carreras,42575,39
Heroes Legends,Estrategia,22100,86
Chronicles Chronicles,Carreras,10657,99
Fantasy Legends,Simulación,66780,22
Kingdom Heroes,Puzzle,38972,84
Dragon Dragon,Simulación,38188,18
Chronicles Quest,Deportes,12408,35
Galaxy Kingdom,Acción,25892,48
Kingdom Dragon,RPG,63052,57
Galaxy Warrior,Carreras,59231,65
Dragon Kingdom,Estrategia,23018,4
Dragon Quest,Simulación,14200,69
Warrior Dragon,Deportes,29726,16
Legends Galaxy,Aventura,23694,55
Fantasy Dragon,Puzzle,2322,98
Fantasy Fantasy,Carreras,35082,60
Heroes Warrior,Carreras,14557,73
Warrior Warrior,Acción,15949,93
Galaxy Warrior,RPG,13429,2
Heroes Empire,Puzzle,25626,40
Warrior Empire,Estrategia,12400,16
Quest Empire,Simulación,16641,0
Dragon Heroes,RPG,21940,100
Empire Quest,Acción,42115,91
Fantasy Kingdom,Acción,61009,40
Fantasy Heroes,Deportes,63995,36
Chronicles Kingdom,Acción,45481,57
Quest Galaxy,Puzzle,67346,83
Fantasy Heroes,Puzzle,28857,10
Warrior Kingdom,Carreras,41019,70
Dragon Dragon,Puzzle,1328,45
Chronicles Dragon,Aventura,56961,40
Dragon Dragon,Carreras,39201,51
Dragon Chronicles,Aventura,37522,39
Galaxy Warrior,Carreras,35224,2
Legends Kingdom,Deportes,47539,24
Kingdom Heroes,Deportes,45151,69
Dragon Dragon,Deportes,13597,31
Chronicles Empire,Acción,57519,73
Heroes Heroes,Puzzle,33448,75
Empire Kingdom,Puzzle,39215,87
Legends Kingdom,Simulación,27868,10
Empire Legends,Estrategia,40612,95
Kingdom Kingdom,Aventura,25967,38
Heroes Empire,Puzzle,5691,44
Warrior Fantasy,Puzzle,28278,45
Legends Warrior,Simulación,29970,48
Kingdom Dragon,RPG,4417,90
Warrior Chronicles,RPG,27536,35
Warrior Legends,Deportes,6854,82
Dragon Chronicles,Carreras,29051,86
Heroes Empire,Estrategia,9334,94
Quest Empire,Estrategia,58499,69
Dragon Warrior,Deportes,32520,6
Warrior Empire,Estrategia,54999,11
Warrior Chronicles,Aventura,67533,71
Kingdom Chronicles,Carreras,56825,35
Galaxy Quest,RPG,5805,92
Galaxy Empire,RPG,29200,80
Chronicles Heroes,Simulación,23648,67
Warrior Heroes,Carreras,32737,59
Dragon Warrior,Acción,64355,49
Heroes Galaxy,Acción,61098,94
Heroes Empire,RPG,41535,37
Legends Legends,Carreras,11878,54
Dragon Heroes,Aventura,13974,73
Quest Galaxy,Acción,30630,63
Galaxy Galaxy,Deportes,133,14
Kingdom Heroes,Acción,26582,18
Fantasy Chronicles,Aventura,41414,37
Galaxy Empire,Acción,26164,100
Legends Legends,Carreras,42852,75
Heroes Galaxy,Simulación,56158,0
Fantasy Galaxy,Estrategia,2357,41
Warrior Warrior,Puzzle,61968,87
Quest Chronicles,Simulación,21967,23
Heroes Warrior,Estrategia,56026,84
Warrior Quest,Puzzle,37765,23
Kingdom Chronicles,Acción,36253,80
Galaxy Chronicles,Puzzle,45951,42
Heroes Heroes,Puzzle,19554,81
Warrior Quest,Aventura,36496,62
Empire Empire,Acción,37518,86
Legends Warrior,Simulación,63974,94
Dragon Warrior,Carreras,9534,79
Quest Galaxy,Carreras,12644,88
Empire Quest,Estrategia,33388,27
Quest Dragon,RPG,18057,100
Kingdom Quest,Acción,52004,38
Fantasy Galaxy,Deportes,18236,58
Galaxy Dragon,Simulación,26064,15
Dragon Fantasy,Puzzle,8719,85
Quest Warrior,Simulación,18668,64
Dragon Legends,Aventura,18793,55
Empire Kingdom,Estrategia,51128,10
Heroes Warrior,Puzzle,31711,57
Fantasy Dragon,Simulación,17408,18
Legends Dragon,RPG,45836,6
Empire Fantasy,Aventura,23175,12
Empire Quest,Estrategia,34026,59
Chronicles Fantasy,Puzzle,13435,60
Quest Dragon,Simulación,11127,88
Heroes Dragon,Acción,25718,54
Empire Kingdom,Puzzle,29008,3
Heroes Heroes,RPG,68355,55
Heroes Chronicles,Carreras,20472,49
Fantasy Fantasy,Puzzle,53187,81
Fantasy Fantasy,RPG,56964,83
Warrior Fantasy,Estrategia,23592,99
Warrior Heroes,Puzzle,7275,93
Galaxy Galaxy,Acción,45695,0
Quest Legends,Aventura,31517,52
Quest Dragon,Estrategia,34009,92
Empire Warrior,Estrategia,40801,72
Chronicles Quest,Puzzle,5684,97
Empire Quest,Carreras,28896,20
Warrior Warrior,Deportes,30674,26
Quest Empire,Acción,69297,97
Chronicles Legends,Puzzle,34609,26
Heroes Heroes,RPG,26244,5
Chronicles Chronicles,Simulación,50222,75
Chronicles Dragon,Carreras,53329,35
Warrior Chronicles,Puzzle,23034,64
Legends Kingdom,Estrategia,58334,24
Heroes Empire,Aventura,65822,98
Dragon Warrior,Aventura,31354,24
Chronicles Dragon,Aventura,16884,43
Chronicles Kingdom,Simulación,35163,15
Galaxy Galaxy,RPG,38862,8
Legends Quest,Estrategia,856,10
Quest Galaxy,Carreras,59648,75
Heroes Galaxy,Simulación,1948,17
Fantasy Galaxy,Carreras,9053,11
Fantasy Galaxy,Aventura,4462,20
Chronicles Chronicles,Simulación,35005,65
Warrior Chronicles,Aventura,31575,74
Warrior Legends,Deportes,5624,6
Dragon Quest,Carreras,53841,95
Empire Warrior,Aventura,6913,55
Chronicles Chronicles,Deportes,54531,79
Heroes Fantasy,Puzzle,9382,23
Galaxy Legends,Deportes,17752,81
Quest Fantasy,Aventura,27969,27
Legends Fantasy,Acción,33410,78
Galaxy Chronicles,Aventura,25012,83
Heroes Quest,Carreras,56682,77
Chronicles Galaxy,Acción,54216,89
Galaxy Kingdom,Acción,37654,26
Dragon Empire,Acción,36432,24
Empire Quest,Estrategia,5032,39
Empire Kingdom,RPG,22425,31
Legends Warrior,Estrategia,9247,32
Warrior Chronicles,Carreras,41894,97
Warrior Galaxy,Deportes,54845,95
Kingdom Heroes,Estrategia,36243,21
Galaxy Fantasy,RPG,32343,50
Legends Warrior,Acción,48856,57
Dragon Fantasy,Simulación,20824,81
Legends Heroes,Aventura,28507,53
Kingdom Legends,Estrategia,53556,5
Warrior Empire,Simulación,25183,94
Legends Kingdom,Aventura,20386,33
Legends Kingdom,Deportes,32057,52
Empire Kingdom,Aventura,27844,50
Kingdom Chronicles,Aventura,45221,27
Empire Quest,Aventura,52043,18
Heroes Dragon,Aventura,14497,7
Dragon Heroes,Acción,43874,50
Heroes Galaxy,Estrategia,22403,33
Heroes Quest,Deportes,41191,65
Warrior Empire,Carreras,44393,56
Dragon Kingdom,Deportes,61019,70
Fantasy Empire,Aventura,25069,84
Empire Fantasy,Puzzle,24152,10
Fantasy Fantasy,Carreras,21935,80
Empire Chronicles,Estrategia,36181,75
Galaxy Chronicles,Simulación,6688,80
Heroes Legends,Simulación,18079,76
Warrior Heroes,Carreras,7014,44
Quest Legends,Estrategia,53679,71
Quest Warrior,Estrategia,26763,26
Galaxy Galaxy,Acción,48984,82
Legends Dragon,Acción,26720,26
Heroes Quest,Puzzle,37381,96
Kingdom Galaxy,Estrategia,9516,98
Legends Heroes,RPG,27203,88
Empire Quest,Acción,49223,39
Chronicles Heroes,Deportes,46206,14
Quest Empire,Puzzle,1134,26
Kingdom Heroes,Carreras,66549,79
Dragon Fantasy,RPG,66293,75
Dragon Legends,Estrategia,37991,68
Empire Warrior,Deportes,16407,60
Fantasy Chronicles,Aventura,5833,80
Empire Legends,Simulación,36104,82
Heroes Chronicles,Aventura,68157,94
Fantasy Chronicles,RPG,28270,50
Chronicles Empire,Simulación,59859,20
Dragon Kingdom,Carreras,21764,1
Fantasy Empire,Acción,24120,27
Dragon Warrior,Deportes,5863,16
Chronicles Empire,Estrategia,51332,27
Fantasy Chronicles,Simulación,63424,46
Warrior Galaxy,Aventura,39030,97
Legends Warrior,Simulación,9355,21
Galaxy Fantasy,RPG,21618,33
Fantasy Fantasy,Puzzle,47099,77
Quest Kingdom,Acción,40009,85
Kingdom Warrior,Estrategia,6168,19
Warrior Kingdom,Simulación,20404,23
Galaxy Fantasy,Carreras,19005,51
Dragon Warrior,Aventura,61463,95
Empire Fantasy,Aventura,58328,65
Empire Legends,Estrategia,18702,39
Empire Chronicles,Puzzle,60460,84
Quest Galaxy,RPG,12112,38
Quest Empire,Puzzle,64506,60
Dragon Legends,Deportes,15217,71
Empire Fantasy,Deportes,20868,6
Heroes Fantasy,Simulación,35071,50
Kingdom Galaxy,RPG,14488,28
Warrior Kingdom,Carreras,52512,15
Heroes Galaxy,Simulación,19997,86
Heroes Warrior,Carreras,3003,55
Kingdom Heroes,Aventura,42539,27
Chronicles Fantasy,Aventura,26769,81
Warrior Dragon,Puzzle,28266,51
Empire Kingdom,Estrategia,49369,80
Empire Quest,Aventura,23610,73
Heroes Chronicles,Deportes,29187,74
Chronicles Warrior,Puzzle,27273,84
Warrior Chronicles,Puzzle,40406,2
Kingdom Galaxy,Carreras,60974,50
Heroes Warrior,Simulación,5336,18
Fantasy Chronicles,Aventura,7106,25
Dragon Heroes,Deportes,51260,10
Kingdom Chronicles,Puzzle,64903,94
Empire Fantasy,Deportes,66112,26
Chronicles Quest,Estrategia,50556,4
Chronicles Warrior,Acción,6178,6
Kingdom Dragon,Acción,12706,47
Galaxy Empire,Acción,69861,57
Quest Quest,Simulación,38764,22
Galaxy Galaxy,Acción,13474,10
Galaxy Quest,Aventura,29590,90
Galaxy Galaxy,RPG,40254,20
Dragon Quest,Aventura,36807,19
Chronicles Quest,Puzzle,14515,79
Chronicles Warrior,Puzzle,47478,24
Empire Empire,Carreras,19255,93
Heroes Galaxy,Simulación,57135,55
Galaxy Dragon,Estrategia,48986,64
Galaxy Heroes,RPG,634,2
Kingdom Quest,Deportes,60212,7
Galaxy Galaxy,Puzzle,9661,86
Empire Heroes,Aventura,1872,43
Fantasy Quest,RPG,31006,32
Fantasy Dragon,Deportes,43877,37
Fantasy Fantasy,Simulación,66136,29
Legends Warrior,Aventura,39984,54
Quest Quest,Aventura,44363,72
Chronicles Chronicles,Acción,61477,85
Warrior Galaxy,Simulación,64667,53
Heroes Dragon,Simulación,55633,19
Chronicles Fantasy,Carreras,37075,82
Fantasy Kingdom,Carreras,11441,57
Legends Chronicles,RPG,14727,71
Kingdom Chronicles,RPG,60876,34
Heroes Galaxy,Deportes,65603,79
Dragon Chronicles,Aventura,20063,11
Warrior Quest,Aventura,47318,51
Empire Empire,Carreras,11940,49
Warrior Fantasy,RPG,3457,42
Warrior Galaxy,Simulación,20857,81
Dragon Quest,Simulación,48415,80
Fantasy Heroes,Deportes,68526,83
Warrior Legends,Estrategia,24864,68
Quest Galaxy,Aventura,50905,68
Galaxy Fantasy,Estrategia,25214,14
Fantasy Heroes,Acción,33146,60
Legends Empire,RPG,37360,10
Kingdom Kingdom,Carreras,66350,62
Legends Galaxy,Estrategia,36242,79
Chronicles Heroes,Carreras,37110,88
Empire Heroes,Puzzle,39133,85
Fantasy Heroes,Deportes,1665,55
Fantasy Empire,Simulación,1644,67
Dragon Kingdom,Aventura,1871,17
Warrior Chronicles,Aventura,12937,75
Quest Warrior,Acción,21662,36
Dragon Kingdom,Deportes,35983,48
Legends Warrior,Aventura,32824,71
Heroes Heroes,Deportes,12178,54
Quest Galaxy,Deportes,26370,66
Chronicles Warrior,RPG,46238,83
Dragon Dragon,RPG,55602,89
Chronicles Empire,Estrategia,31393,63
Heroes Dragon,Simulación,13988,71
Dragon Empire,Carreras,66403,85
Quest Chronicles,Carreras,45237,23
Empire Kingdom,Deportes,37100,76
Empire Empire,RPG,62476,86
Chronicles Kingdom,Puzzle,16412,48
Quest Warrior,Aventura,37490,39
Chronicles Quest,Deportes,42411,100
Warrior Kingdom,Puzzle,13458,76
Galaxy Galaxy,Acción,48372,17
Dragon Chronicles,Carreras,4769,73
Quest Dragon,Aventura,24363,97
Warrior Quest,Acción,40847,31
Heroes Legends,Acción,66867,68
Fantasy Galaxy,Puzzle,40208,87
Quest Fantasy,Aventura,1457,98
Quest Quest,Carreras,62952,15
Quest Heroes,Acción,69788,54
Legends Heroes,RPG,13641,88
Warrior Heroes,Carreras,61845,9
Empire Empire,Deportes,36363,62
Galaxy Fantasy,Estrategia,53697,38
Warrior Kingdom,Acción,61615,66
Empire Dragon,Acción,15821,12
Galaxy Quest,Puzzle,28197,24
Legends Dragon,Puzzle,68723,34
Galaxy Heroes,Puzzle,6608,96
Heroes Heroes,Puzzle,55427,74
Warrior Dragon,Deportes,50947,60
Dragon Galaxy,Simulación,45848,57
Legends Legends,Simulación,69225,33
Heroes Galaxy,Simulación,39217,12
Fantasy Heroes,Estrategia,27262,98
Legends Empire,Carreras,34717,26
Dragon Chronicles,Aventura,6447,60
Empire Dragon,Deportes,61708,53
Empire Quest,Carreras,56224,99
Dragon Fantasy,RPG,67087,4
Empire Empire,RPG,4502,68
Galaxy Fantasy,Puzzle,21927,8
Empire Fantasy,RPG,7034,6
Chronicles Galaxy,Aventura,21229,76
Dragon Galaxy,Aventura,51479,10
Heroes Heroes,Aventura,33192,98
Warrior Fantasy,Deportes,36706,81
Legends Warrior,Aventura,21003,85
Quest Legends,Estrategia,35259,94
Quest Kingdom,Puzzle,25747,95
Quest Kingdom,Simulación,48205,70
Warrior Empire,Aventura,25180,68
Warrior Heroes,Estrategia,55414,33
Galaxy Fantasy,Deportes,26125,51
Dragon Heroes,RPG,4286,32
Fantasy Dragon,Aventura,23670,54
Galaxy Galaxy,Deportes,58352,45
Empire Kingdom,Puzzle,59059,43
Legends Heroes,RPG,24316,1
Legends Chronicles,Aventura,23104,64
Empire Empire,Simulación,60030,8
Dragon Fantasy,Deportes,13334,62
Warrior Empire,Puzzle,55852,89
Empire Kingdom,Estrategia,16259,63
Chronicles Quest,Estrategia,14080,50
Fantasy Kingdom,RPG,62898,92
Empire Kingdom,Simulación,47440,77
Legends Legends,RPG,42299,18
Legends Kingdom,RPG,889,21
Empire Warrior,RPG,46587,56
Chronicles Dragon,Estrategia,22486,34
Fantasy Galaxy,RPG,31889,63
Fantasy Chronicles,Deportes,55696,67
Galaxy Dragon,Carreras,51486,91
Empire Heroes,Estrategia,51783,54
Heroes Dragon,RPG,25645,57
Quest Chronicles,RPG,34080,42
Kingdom Heroes,RPG,52298,99
Quest Warrior,Acción,47084,67
Kingdom Dragon,Deportes,48396,59
Empire Chronicles,Deportes,52350,77
Chronicles Kingdom,Acción,8002,32
Galaxy Legends,Acción,5101,66
Heroes Fantasy,Simulación,3203,47
Kingdom Empire,RPG,37161,29
Dragon Legends,Acción,61532,47
Empire Legends,Deportes,41798,75
Warrior Warrior,Puzzle,32903,1
Dragon Quest,Simulación,60325,21
Heroes Quest,Estrategia,66987,67
Heroes Heroes,Simulación,32027,99
Legends Chronicles,Puzzle,42152,56
Kingdom Legends,Acción,19972,46
Quest Fantasy,Aventura,61557,25
Heroes Quest,Deportes,57009,4
Fantasy Galaxy,Estrategia,22817,68
Quest Dragon,Puzzle,819,33
Fantasy Dragon,Simulación,32664,35
Chronicles Warrior,Estrategia,45068,55
Chronicles Kingdom,Aventura,1234,77
Fantasy Kingdom,Estrategia,2620,8
Chronicles Legends,RPG,10371,34
Quest Legends,Acción,46725,57
Fantasy Empire,Deportes,29855,71
Dragon Quest,Estrategia,7836,17
Empire Kingdom,Estrategia,40923,98
Legends Chronicles,Estrategia,20500,41
Dragon Galaxy,Puzzle,10465,14
Fantasy Fantasy,Simulación,36078,55
Heroes Quest,Simulación,34298,58
Chronicles Kingdom,Simulación,43628,21
Warrior Dragon,RPG,41158,90
Galaxy Dragon,Simulación,43320,90
Dragon Chronicles,Acción,35994,41
Empire Galaxy,Carreras,51350,1
Legends Legends,Puzzle,23919,99
Chronicles Galaxy,Estrategia,10618,4
Dragon Dragon,Simulación,6061,30
Kingdom Quest,Acción,38734,40
Chronicles Dragon,Aventura,15413,42
Dragon Dragon,Simulación,4223,86
Empire Quest,Acción,59636,10
Kingdom Warrior,Acción,55352,38
Legends Legends,Puzzle,23083,34
Fantasy Quest,Deportes,4399,57
Dragon Chronicles,Simulación,39926,93
Kingdom Empire,Simulación,66892,77
Quest Warrior,Simulación,16393,98
Chronicles Heroes,Carreras,15094,7
Quest Kingdom,RPG,32189,89
Heroes Dragon,Puzzle,14069,31
Chronicles Heroes,Carreras,46543,44
Quest Empire,Acción,51989,52
Fantasy Chronicles,Deportes,1961,89
Chronicles Dragon,Puzzle,45561,82
Kingdom Warrior,Estrategia,29526,4
Dragon Warrior,Carreras,67943,61
Kingdom Legends,Puzzle,43054,1
Chronicles Legends,Simulación,8224,57
Warrior Fantasy,Puzzle,31506,57
Heroes Fantasy,Simulación,4531,24
Legends Quest,Aventura,17493,80
Legends Dragon,Aventura,58496,30
Chronicles Heroes,RPG,25354,31
Chronicles Dragon,Acción,18888,90
Quest Fantasy,Estrategia,4766,95
Dragon Quest,Deportes,19724,56
Galaxy Galaxy,Deportes,9291,47
Warrior Warrior,Deportes,48325,62
Warrior Heroes,Estrategia,49967,81
Galaxy Dragon,Simulación,40248,67
Dragon Chronicles,Puzzle,63963,60
Warrior Galaxy,Acción,66613,48
Quest Quest,Puzzle,9093,88
Empire Fantasy,Carreras,37403,23
Legends Legends,Carreras,6395,53
Warrior Kingdom,Simulación,53140,84
Chronicles Chronicles,Carreras,62137,29
Quest Warrior,Carreras,12464,79
Legends Heroes,Acción,3770,61
Warrior Heroes,Puzzle,51306,20
Empire Chronicles,Acción,62719,33
Quest Dragon,Puzzle,59109,62
Heroes Fantasy,Deportes,11494,10
Galaxy Fantasy,Estrategia,62975,9
Quest Warrior,Simulación,54811,1
Fantasy Empire,Aventura,8164,45
Chronicles Galaxy,Estrategia,11291,52
Quest Warrior,Simulación,15909,5
Galaxy Legends,Deportes,63756,84
Fantasy Empire,Simulación,3226,70
Chronicles Galaxy,RPG,62945,87
Fantasy Fantasy,Puzzle,38860,67
Chronicles Heroes,Carreras,48536,12
Heroes Heroes,Carreras,16266,90
Heroes Kingdom,Estrategia,6964,44
Chronicles Quest,Deportes,44807,29
Chronicles Chronicles,Simulación,44930,65
Dragon Warrior,Deportes,69215,69
Chronicles Legends,Aventura,66626,89
Heroes Dragon,RPG,45034,86
Quest Empire,Puzzle,62371,45
Warrior Quest,RPG,22048,27
Heroes Quest,Aventura,43502,25
Quest Fantasy,RPG,60462,27
Heroes Warrior,Estrategia,43590,99
Heroes Warrior,RPG,31772,100
Warrior Fantasy,Deportes,10323,62
Fantasy Kingdom,Deportes,27409,31
Chronicles Warrior,Deportes,31172,36
Legends Kingdom,Simulación,50805,40
Galaxy Heroes,Carreras,51356,73
Legends Dragon,Deportes,29817,88
Kingdom Fantasy,Simulación,7384,86
Warrior Fantasy,Aventura,28387,73
Kingdom Dragon,Carreras,48867,39
Legends Kingdom,Acción,41671,5
Dragon Legends,Puzzle,11483,33
Warrior Warrior,Simulación,7754,70
Kingdom Galaxy,Carreras,11153,74
Legends Kingdom,Estrategia,21117,71
Quest Galaxy,Deportes,36288,43
Quest Warrior,Puzzle,43683,4
Dragon Kingdom,Puzzle,15125,25
Fantasy Kingdom,Deportes,36765,10
Empire Galaxy,Carreras,66248,20
Galaxy Chronicles,Acción,31933,26
Galaxy Heroes,RPG,41747,32
Heroes Kingdom,RPG,40659,94
Chronicles Empire,Aventura,56755,7
Fantasy Kingdom,Acción,7033,12
Warrior Quest,RPG,67629,34
Kingdom Warrior,Estrategia,68956,80
Galaxy Heroes,Deportes,25156,83
Heroes Fantasy,Aventura,50076,16
Chronicles Quest,Aventura,64748,66
Dragon Heroes,Carreras,57518,69
Warrior Legends,Aventura,9071,94
Legends Chronicles,Simulación,18280,16
Kingdom Legends,RPG,49323,67
Galaxy Heroes,Estrategia,40502,27
Warrior Warrior,Estrategia,65277,79
Dragon Empire,Simulación,68128,69
Quest Warrior,Puzzle,384,33
Empire Warrior,Acción,47078,61
Legends Empire,Acción,57851,84
Quest Kingdom,RPG,52921,57
Quest Chronicles,Simulación,28095,14
Fantasy Fantasy,Puzzle,61624,100
Dragon Empire,Puzzle,20440,89
Quest Quest,Deportes,15437,91
Galaxy Fantasy,RPG,64096,24
Heroes Empire,RPG,2792,59
Galaxy Chronicles,Aventura,40106,74
Kingdom Dragon,Simulación,37884,12
Warrior Heroes,Estrategia,46969,100
Heroes Heroes,Acción,16153,15
Legends Chronicles,Simulación,8444,51
Fantasy Empire,Aventura,30687,38
Galaxy Dragon,Acción,42511,33
Kingdom Heroes,RPG,42930,14
Legends Heroes,Puzzle,13700,35
Legends Dragon,Carreras,47075,13
Dragon Empire,Carreras,3943,74
Warrior Kingdom,Deportes,12800,25
Dragon Fantasy,Acción,38562,76
Fantasy Fantasy,Deportes,51698,42
Chronicles Fantasy,Aventura,36248,86
Warrior Fantasy,Carreras,22030,8
Heroes Dragon,Puzzle,29591,5
Fantasy Dragon,Acción,31152,97
Quest Legends,Simulación,25535,31
Kingdom Legends,Simulación,43941,100
Quest Chronicles,Aventura,60759,33
Legends Kingdom,Acción,38964,2
Fantasy Chronicles,Acción,37338,90
Quest Dragon,Aventura,24055,73
Warrior Heroes,Deportes,67084,86
Dragon Warrior,RPG,8273,51
Legends Fantasy,Deportes,8377,31
Galaxy Kingdom,Carreras,20306,67
Fantasy Quest,Deportes,433,56
Kingdom Warrior,Carreras,30382,87
Fantasy Empire,Puzzle,42949,53
Heroes Heroes,Estrategia,1085,92
Heroes Dragon,Deportes,19055,90
Heroes Legends,Puzzle,41997,71
Galaxy Galaxy,RPG,35100,22
Galaxy Empire,Puzzle,60120,32
Empire Fantasy,Estrategia,47446,42
Empire Chronicles,Deportes,29712,34
Dragon Chronicles,Carreras,55135,20
Fantasy Fantasy,Aventura,18543,97
Chronicles Quest,Puzzle,29572,77
Warrior Galaxy,Deportes,27050,43
Kingdom Kingdom,Aventura,30769,2
Empire Chronicles,Deportes,53265,43
Fantasy Chronicles,Carreras,62489,32
Kingdom Galaxy,Puzzle,62738,51
Chronicles Kingdom,Estrategia,69237,28
Kingdom Fantasy,Simulación,19223,42
Empire Quest,Acción,19242,23
Galaxy Legends,Estrategia,36104,62
Dragon Dragon,Aventura,55571,35
Heroes Empire,Puzzle,7769,14
Quest Kingdom,Estrategia,11582,70
Warrior Heroes,RPG,58148,33
Galaxy Fantasy,RPG,23672,0
Galaxy Galaxy,Aventura,65705,88
Warrior Kingdom,RPG,22570,82
Warrior Heroes,Deportes,1692,98
Empire Dragon,Carreras,19839,2
Empire Dragon,Puzzle,13244,96
Legends Warrior,Carreras,56817,51
Chronicles Legends,Acción,32830,58
Empire Dragon,Aventura,47646,2
Quest Fantasy,Deportes,37041,92
Galaxy Quest,Deportes,31089,96
Quest Quest,RPG,47311,36
Legends Empire,Deportes,16194,29
Empire Quest,Acción,49311,20
Warrior Empire,Aventura,68876,23
Kingdom Kingdom,Puzzle,42561,23
Warrior Heroes,Puzzle,13087,19
Legends Warrior,RPG,30794,22
Quest Galaxy,Acción,11838,100
Warrior Heroes,Estrategia,48614,53
Chronicles Heroes,Puzzle,40721,22
